EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1469,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,5k-10k,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8.0
RM1390,31,26-35,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,5k-10k,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7.0
RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,Upto 5k,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9.0
RM882,32,26-35,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,Upto 5k,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7.0
RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,5k-10k,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0.0
RM267,31,26-35,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,5k-10k,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8.0
RM1453,50,46-55,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,5k-10k,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1.0
RM511,54,46-55,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725,10k-15k,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1.0
RM655,39,36-45,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,5204,5k-10k,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4.0
RM741,35,26-35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,Upto 5k,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2.0
RM776,43,36-45,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,10k-15k,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0.0
RM380,55,46-55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,15k+,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2.0
RM236,43,36-45,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,16064,15k+,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9.0
RM467,41,36-45,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,15k+,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8.0
RM595,29,26-35,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,Upto 5k,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7.0
RM1469,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,5k-10k,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8.0
RM1315,45,36-45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,5k-10k,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7.0
RM581,35,26-35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,Upto 5k,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2.0
RM1192,31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,5k-10k,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2.0
RM516,35,26-35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,Upto 5k,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0.0
RM892,44,36-45,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,Upto 5k,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7.0
RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,5k-10k,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2.0
RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,5k-10k,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8.0
RM1091,29,26-35,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,5k-10k,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7.0
RM673,42,36-45,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,3,Single,6244,5k-10k,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3.0
RM450,39,36-45,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,Upto 5k,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7.0
RM1137,28,26-35,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,Upto 5k,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0.0
RM238,52,46-55,No,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single,19068,15k+,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12.0
RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,5k-10k,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7.0
RM909,33,26-35,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,5k-10k,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8.0
RM1209,34,26-35,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,Upto 5k,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13.0
RM107,50,46-55,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,15k+,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7.0
RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10k-15k,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7.0
RM832,31,26-35,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,Upto 5k,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2.0
RM092,51,46-55,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,5k-10k,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0.0
RM1282,35,26-35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,5k-10k,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7.0
RM370,31,26-35,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,Upto 5k,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2.0
RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,10k-15k,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2.0
RM1450,32,26-35,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,78,3,1,Research Scientist,1,Single,2439,Upto 5k,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2.0
RM782,26,26-35,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,Upto 5k,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3.0
RM186,33,26-35,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,Upto 5k,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6.0
RM750,52,46-55,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,15k+,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9.0
RM987,39,36-45,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,5k-10k,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4.0
RM339,30,26-35,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5k-10k,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2.0
RM132,50,46-55,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,5k-10k,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1.0
RM805,48,46-55,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,15k+,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1.0
RM280,50,46-55,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,19144,15k+,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6.0
RM311,31,26-35,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,5k-10k,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0.0
RM1109,35,26-35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,Upto 5k,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2.0
RM1229,41,36-45,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,5k-10k,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2.0
RM277,35,26-35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,Divorced,11996,10k-15k,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2.0
RM140,30,26-35,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,5k-10k,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,
RM208,36,36-45,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,Upto 5k,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,
RM1265,55,46-55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,15k+,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0.0
RM547,29,26-35,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642,Upto 5k,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0.0
RM211,32,26-35,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,10k-15k,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,
RM904,29,26-35,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,5k-10k,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0.0
RM1087,50,46-55,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,Male,88,1,4,Research Director,4,Single,14411,10k-15k,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9.0
RM803,33,26-35,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,Upto 5k,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2.0
RM1015,31,26-35,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,15k+,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0.0
RM513,27,26-35,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,Upto 5k,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1.0
RM1297,30,26-35,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,5k-10k,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2.0
RM102,32,26-35,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,Upto 5k,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0.0
RM1178,50,46-55,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,10k-15k,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11.0
RM431,35,26-35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,Upto 5k,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3.0
RM409,52,46-55,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,15k+,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4.0
RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Upto 5k,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8.0
RM088,51,46-55,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,Upto 5k,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3.0
RM783,30,26-35,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,5k-10k,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2.0
RM802,50,46-55,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,Upto 5k,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0.0
RM439,35,26-35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,5k-10k,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0.0
RM638,32,26-35,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,Upto 5k,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2.0
RM1086,31,26-35,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,Upto 5k,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7.0
RM1057,28,26-35,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,Male,92,3,1,Sales Representative,3,Married,2909,Upto 5k,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2.0
RM1290,38,36-45,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,Upto 5k,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8.0
RM1389,32,26-35,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,5k-10k,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2.0
RM1380,27,26-35,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,Upto 5k,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0.0
RM150,19,18-25,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,Upto 5k,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0.0
RM1152,28,26-35,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,Upto 5k,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0.0
RM1410,40,36-45,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,5k-10k,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4.0
RM1409,23,18-25,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single,2647,Upto 5k,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4.0
RM504,34,26-35,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,2691,Upto 5k,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8.0
RM1033,39,36-45,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,54,2,1,Laboratory Technician,1,Single,3646,Upto 5k,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0.0
RM960,40,36-45,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single,4661,Upto 5k,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8.0
RM862,46,46-55,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,15k+,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9.0
RM420,30,26-35,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Upto 5k,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4.0
RM1080,39,36-45,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,Female,32,3,3,Manufacturing Director,2,Single,8376,5k-10k,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2.0
RM747,41,36-45,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,15k+,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10.0
RM840,42,36-45,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,5k-10k,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5.0
RM1369,34,26-35,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,5k-10k,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11.0
RM016,29,26-35,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,5k-10k,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8.0
RM427,30,26-35,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Upto 5k,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7.0
RM246,31,26-35,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675,10k-15k,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2.0
RM764,34,26-35,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,Upto 5k,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0.0
RM271,55,46-55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,81,3,5,Manager,1,Single,19045,15k+,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13.0
RM984,34,26-35,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,5k-10k,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11.0
RM1463,39,36-45,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,10k-15k,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6.0
RM1176,39,36-45,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,5k-10k,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0.0
RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,5k-10k,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2.0
RM1319,29,26-35,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Upto 5k,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10.0
RM303,28,26-35,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,5k-10k,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7.0
RM858,44,36-45,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Upto 5k,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2.0
RM442,42,36-45,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,Upto 5k,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0.0
RM540,50,46-55,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875,Upto 5k,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2.0
RM569,55,46-55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,15k+,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4.0
RM291,49,46-55,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,18665,15k+,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2.0
RM287,44,36-45,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,Upto 5k,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0.0
RM644,42,36-45,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231,5k-10k,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3.0
RM1449,41,36-45,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,5k-10k,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4.0
RM1345,37,36-45,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,Upto 5k,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4.0
RM160,34,26-35,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,Upto 5k,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2.0
RM1435,52,46-55,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,4,Divorced,3482,Upto 5k,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0.0
RM1126,29,26-35,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,5k-10k,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3.0
RM357,42,36-45,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,5k-10k,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0.0
RM095,32,26-35,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,5k-10k,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7.0
RM232,42,36-45,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,19232,15k+,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15.0
RM601,32,26-35,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,5k-10k,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8.0
RM589,50,46-55,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17639,15k+,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3.0
RM884,33,26-35,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,Upto 5k,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10.0
RM182,34,26-35,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,Upto 5k,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2.0
RM263,32,26-35,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,Upto 5k,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4.0
RM535,53,46-55,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814,10k-15k,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3.0
